smiles,5b0fe37d404cd3c110d464704646dcec,7a083153dc1a4e27feebc9565d0a681c,7f73c5dd89b7b6d8ca56c162eee39ae0,950edee628a799c6d21b79616a3c2922,9a0ea9c5d064d5578aba12a00c1e51d1,aab458b586520ad6a82e21e396e745fa,b311698a3b8d92f7eeb6ecfd51b6b912,c02b8a8e4ddc27e1417faae80508bff2,c6eb716f36a79621c8c73c735dd764f1,d2bb6d3d58b1bcb29df748e0c133c4f1,de4ea86d93119b0ed700c0fefbdba03a,f626eefe954fd8d53aed7403a4e04df7
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CC(=O)O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCC(=O)O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.47,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCC(N)=O)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN(C)C)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.01,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(Cc2cccc3ccccc23)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(Cc2cccc3ccccc23)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cccc4ccccc24)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.48,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.33,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.64,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.72,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.92,0.0,6.92,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(C)NC1=O,0.0,0.0,0.0,6.77,0.0,6.77,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC1=O,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)C1NC(=O)C2CSSCC3NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C(CSSCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc4ccccc4)C(=O)NC(CCSC)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)N2)NC(=O)C(CSSCC(C(=O)NC(CCCCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(C(=O)NC(Cc2ccccc2)C(N)=O)C(C)C)NC(=O)C(Cc2c[nH]c4ccccc24)NC(=O)C(CCCCN)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC3=O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C2CCCN2C1=O,0.0,0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
